origem;data_hora;mes_ano;trimestre_ano;endereco;regional;ano;Geometry
SGO;2020-04-21 19:34:00;ABRIL/2020;02/2020;AVENIDA AUGUSTO DE LIMA 1308, BARRO PRETO;CENTRO-SUL;2020;POINT (-44.01323731 -19.97412408)
SGO;2020-04-21 20:52:00;ABRIL/2020;02/2020;AVENIDA BARBACENA 1057, SANTO AGOSTINHO;CENTRO-SUL;2020;POINT (-44.0131969092425 -19.9732783786658)
SGO;2020-04-23 06:31:00;ABRIL/2020;02/2020;AVENIDA BIAS FORTES 918, LOURDES;CENTRO-SUL;2020;POINT (-43.9248120733976 -19.9278415227846)
SGO;2020-04-23 09:02:00;ABRIL/2020;02/2020;AVENIDA AUGUSTO DE LIMA 707, CENTRO;CENTRO-SUL;2020;POINT (-43.92436373 -19.9283788)
SGO;2020-04-23 12:00:00;ABRIL/2020;02/2020;AVENIDA DO CONTORNO 4852, FUNCIONARIOS;CENTRO-SUL;2020;POINT (-43.9242478485266 -19.9277256777158)
SGO;2020-04-26 04:12:00;ABRIL/2020;02/2020;AVENIDA DO CONTORNO 10192, BARRO PRETO;CENTRO-SUL;2020;POINT (-44.0287200641691 -19.9798549152668)
SGO;2020-04-26 07:14:00;ABRIL/2020;02/2020;RUA ARAGUARI 592, BARRO PRETO;CENTRO-SUL;2020;POINT (-44.02903331 -19.97968523)
SGO;2020-04-26 07:15:00;ABRIL/2020;02/2020;RUA SAO PAULO 1444, LOURDES;CENTRO-SUL;2020;POINT (-43.93156768 -19.93812703)
SGO;2020-04-26 07:17:00;ABRIL/2020;02/2020;AVENIDA ALVARES CABRAL 850, LOURDES;CENTRO-SUL;2020;POINT (-44.03037073 -19.97860697)
SGO;2020-04-26 07:18:00;ABRIL/2020;02/2020;AVENIDA JOAO PINHEIRO 250, LOURDES;CENTRO-SUL;2020;POINT (-43.9441315839986 -19.805151378582)
SGO;2020-04-26 16:38:00;ABRIL/2020;02/2020;RUA DOS GUAJAJARAS 1722, BARRO PRETO;CENTRO-SUL;2020;POINT (-44.0297938525871 -19.9786756102617)
SGO;2020-04-27 19:36:00;ABRIL/2020;02/2020;RUA DOS TIMBIRAS 692, BARRO PRETO;CENTRO-SUL;2020;POINT (-43.92417116 -19.87395054)
SGO;2020-04-27 19:37:00;ABRIL/2020;02/2020;AVENIDA AMAZONAS 1954, BARRO PRETO;CENTRO-SUL;2020;POINT (-43.9247619609214 -19.8739993590841)
SGO;2020-04-27 20:47:00;ABRIL/2020;02/2020;AVENIDA AFONSO PENA 1316, CENTRO;CENTRO-SUL;2020;POINT (-43.9488072517232 -19.9316362874566)
SGO;2020-04-27 21:35:00;ABRIL/2020;02/2020;AVENIDA BRASIL 1036, FUNCIONARIOS;CENTRO-SUL;2020;POINT (-43.9824961359229 -19.9511622077055)
SGO;2020-04-28 00:17:00;ABRIL/2020;02/2020;RUA ESPIRITO SANTO 1420, LOURDES;CENTRO-SUL;2020;POINT (-43.98137954 -19.93027269)
SGO;2020-04-28 07:05:00;ABRIL/2020;02/2020;AVENIDA ALVARES CABRAL 440, LOURDES;CENTRO-SUL;2020;POINT (-43.99301856 -19.95709908)
SGO;2020-04-28 07:16:00;ABRIL/2020;02/2020;AVENIDA BRASIL 1036, FUNCIONARIOS;CENTRO-SUL;2020;POINT (-44.02922653 -19.98047922)
SGO;2020-04-29 05:35:00;ABRIL/2020;02/2020;AVENIDA BARAO HOMEM DE MELO 465, NOVA GRANADA;OESTE;2020;POINT (-43.9824961359229 -19.9511622077055)
SGO;2020-04-29 05:39:00;ABRIL/2020;02/2020;AVENIDA DO CONTORNO 9494, BARRO PRETO;CENTRO-SUL;2020;POINT (-43.99301856 -19.95709908)
SGO;2020-04-29 15:55:00;ABRIL/2020;02/2020;AVENIDA RAJA GABAGLIA 2062, ALPES;OESTE;2020;POINT (-43.93156768 -19.93812703)
SGO;2020-04-30 16:37:00;ABRIL/2020;02/2020;RUA DA BAHIA 1360, LOURDES;CENTRO-SUL;2020;POINT (-43.9316911458114 -19.9383759229469)
SGO;2020-04-30 16:45:00;ABRIL/2020;02/2020;RUA DOS GOITACAZES 1128, CENTRO;CENTRO-SUL;2020;POINT (-43.93346691 -19.93460913)
SGO;2020-04-30 21:04:00;ABRIL/2020;02/2020;AVENIDA PRESIDENTE ANTONIO CARLOS 4211, CAMPUS UFMG;PAMPULHA;2020;POINT (-43.9333925916384 -19.9346122095901)
SGO;2020-05-01 05:06:00;MAIO/2020;02/2020;RUA PARACATU 15, BARRO PRETO;CENTRO-SUL;2020;POINT (-44.02806764 -19.9938024)
SGO;2020-05-01 12:30:00;MAIO/2020;02/2020;RUA PROFESSOR RODRIGUES SEABRA 21, SION;CENTRO-SUL;2020;POINT (-43.97757523 -19.9276481)
SGO;2020-05-03 07:14:00;MAIO/2020;02/2020;RUA DOS TIMBIRAS 2502, SANTO AGOSTINHO;CENTRO-SUL;2020;POINT (-43.9433527 -19.90875188)
SGO;2020-05-03 08:33:00;MAIO/2020;02/2020;AVENIDA ALVARES CABRAL 1039, LOURDES;CENTRO-SUL;2020;POINT (-43.99301856 -19.95709908)
SGO;2020-05-04 05:47:00;MAIO/2020;02/2020;RUA DOS TUPIS 1324, BARRO PRETO;CENTRO-SUL;2020;POINT (-44.03749141 -19.98605285)
SGO;2020-05-04 10:07:00;MAIO/2020;02/2020;RUA DOS GOITACAZES 1095, BARRO PRETO;CENTRO-SUL;2020;POINT (-44.03927118 -19.98694738)
SGO;2020-05-04 19:01:00;MAIO/2020;02/2020;RUA CAMPOS SALES 472, CALAFATE;OESTE;2020;POINT (-44.02118528 -19.99254053)
SGO;2020-05-06 06:57:00;MAIO/2020;02/2020;RUA CONDE DE LINHARES 240, CIDADE JARDIM;CENTRO-SUL;2020;POINT (-44.02118528 -19.99254053)
SGO;2020-05-06 06:59:00;MAIO/2020;02/2020;AVENIDA ALVARES CABRAL 1409, LOURDES;CENTRO-SUL;2020;POINT (-43.9315749187167 -19.9394525924784)
SGO;2020-05-06 09:08:00;MAIO/2020;02/2020;AVENIDA BIAS FORTES 575, LOURDES;CENTRO-SUL;2020;POINT (-43.931956 -19.93943131)
SGO;2020-05-06 09:56:00;MAIO/2020;02/2020;AVENIDA DOM PEDRO II 487, CARLOS PRATES;NOROESTE;2020;POINT (-44.0371699335789 -19.9861690922395)
SGO;2020-05-07 05:39:00;MAIO/2020;02/2020;AVENIDA CARANDAI 732, SANTA EFIGENIA;CENTRO-SUL;2020;POINT (-44.0371699335789 -19.9861690922395)
SGO;2020-05-07 05:39:00;MAIO/2020;02/2020;RUA ALAGOAS 293, BOA VIAGEM;CENTRO-SUL;2020;POINT (-44.03716993 -19.98616909)
SGO;2020-05-07 07:19:00;MAIO/2020;02/2020;AVENIDA DOM PEDRO II 487, CARLOS PRATES;NOROESTE;2020;POINT (-44.0371699335789 -19.9861690922395)
SGO;2020-05-08 00:54:00;MAIO/2020;02/2020;AVENIDA ALVARES CABRAL 510, LOURDES;CENTRO-SUL;2020;POINT (-43.9576676367098 -19.8630070417307)
SGO;2020-05-08 06:53:00;MAIO/2020;02/2020;AVENIDA ALVARES CABRAL 440, LOURDES;CENTRO-SUL;2020;POINT (-43.9515612318284 -19.9197273029634)
SGO;2020-05-08 07:20:00;MAIO/2020;02/2020;RUA HERMILO ALVES 31, SANTA TEREZA;LESTE;2020;POINT (-43.95611237 -19.86717321)
SGO;2020-05-08 19:09:00;MAIO/2020;02/2020;RUA ESPIRITO SANTO 1420, LOURDES;CENTRO-SUL;2020;POINT (-43.99301856 -19.95709908)
SGO;2020-05-08 20:39:00;MAIO/2020;02/2020;AVENIDA BARBACENA 413, BARRO PRETO;CENTRO-SUL;2020;POINT (-43.9465782312217 -19.950582277673)
SGO;2020-05-08 21:14:00;MAIO/2020;02/2020;AVENIDA DO CONTORNO 9716, BARRO PRETO;CENTRO-SUL;2020;POINT (-43.94034904 -19.93669348)
SGO;2020-05-08 21:14:00;MAIO/2020;02/2020;AVENIDA DO CONTORNO 33, PRADO;OESTE;2020;POINT (-44.03927118 -19.98694738)
SGO;2020-05-08 22:52:00;MAIO/2020;02/2020;RUA DOS TIMBIRAS 1797, LOURDES;CENTRO-SUL;2020;POINT (-44.03749141 -19.98605285)
SGO;2020-05-09 03:52:00;MAIO/2020;02/2020;AVENIDA AUGUSTO DE LIMA 1998, BARRO PRETO;CENTRO-SUL;2020;POINT (-43.995715278721 -19.9582926490068)
SGO;2020-05-09 07:23:00;MAIO/2020;02/2020;AVENIDA DO CONTORNO 9894, BARRO PRETO;CENTRO-SUL;2020;POINT (-43.98405035 -19.94975993)
SGO;2020-05-09 07:24:00;MAIO/2020;02/2020;AVENIDA BARBACENA 413, BARRO PRETO;CENTRO-SUL;2020;POINT (-43.99226667 -19.96728654)
SGO;2020-05-09 07:25:00;MAIO/2020;02/2020;AVENIDA DO CONTORNO 7576, LOURDES;CENTRO-SUL;2020;POINT (-44.0286683320044 -19.9799117269168)
SGO;2020-05-09 07:53:00;MAIO/2020;02/2020;AVENIDA DO CONTORNO 2147, SANTA TEREZA;LESTE;2020;POINT (-43.9451466052035 -19.9511232328932)
SGO;2020-05-10 08:56:00;MAIO/2020;02/2020;AVENIDA RAJA GABAGLIA 475, CIDADE JARDIM;CENTRO-SUL;2020;POINT (-43.92672689 -19.90962997)
SGO;2020-05-10 10:15:00;MAIO/2020;02/2020;AVENIDA OLEGARIO MACIEL 1846, SANTO AGOSTINHO;CENTRO-SUL;2020;POINT (-43.9267500857318 -19.9095865394296)
SGO;2020-05-11 06:35:00;MAIO/2020;02/2020;RUA ALAGOAS 293, BOA VIAGEM;CENTRO-SUL;2020;POINT (-43.93216442 -19.92892206)
SGO;2020-05-11 07:24:00;MAIO/2020;02/2020;AVENIDA RAJA GABAGLIA 475, CIDADE JARDIM;CENTRO-SUL;2020;POINT (-43.92436373 -19.9283788)
SGO;2020-05-12 08:21:00;MAIO/2020;02/2020;AVENIDA CRISTIANO MACHADO 9, CONCORDIA;NORDESTE;2020;POINT (-43.923869004128 -19.928339756363)
SGO;2020-05-13 05:47:00;MAIO/2020;02/2020;AVENIDA OLEGARIO MACIEL 2343, LOURDES;CENTRO-SUL;2020;POINT (-43.93216442 -19.92892206)
SGO;2020-05-13 05:49:00;MAIO/2020;02/2020;AVENIDA BRASIL 1036, FUNCIONARIOS;CENTRO-SUL;2020;POINT (-43.9356869 -19.93176705)
SGO;2020-05-13 17:05:00;MAIO/2020;02/2020;RUA DOS TIMBIRAS 2344, LOURDES;CENTRO-SUL;2020;POINT (-44.0286683320044 -19.9799117269168)
SGO;2020-05-15 07:04:00;MAIO/2020;02/2020;RUA DOS AIMORÉS 1065, BOA VIAGEM;CENTRO-SUL;2020;POINT (-44.0290333098011 -19.9796852290408)
SGO;2020-05-15 07:06:00;MAIO/2020;02/2020;RUA ARAGUARI 692, BARRO PRETO;CENTRO-SUL;2020;POINT (-43.9775955754601 -19.9273381794331)
