origem;data_hora;mes_ano;trimestre_ano;endereco;regional;ano;Geometry
CLARO;2025-01-06 05:21:00;JANEIRO/2025;01/2025;RUA SOUZA MAGALHAES 45, BARREIRO;BARREIRO;2025;POINT (-43.9591733 -19.8760923)
CLARO;2025-01-06 05:21:00;JANEIRO/2025;01/2025;RUA SOUZA MAGALHAES 45, BARREIRO;BARREIRO;2025;POINT (-43.96789315 -19.80927547)
SGO;2025-01-06 07:33:00;JANEIRO/2025;01/2025;AVENIDA DOS ANDRADAS 5100, ESPLANADA;LESTE;2025;POINT (-43.95870199 -19.89742267)
SICOP;2025-01-06 08:10:00;JANEIRO/2025;01/2025;AVENIDA DOS ANDRADAS 5655, Esplanada;LESTE;2025;POINT (-43.9357288843403 -19.9243315019478)
CLARO;2025-01-06 15:49:00;JANEIRO/2025;01/2025;RUA HERCI EUCLIDES FERREIRA 229, MARIA HELENA;VENDA NOVA;2025;POINT (-43.9591733 -19.8760923)
CLARO;2025-01-06 15:49:00;JANEIRO/2025;01/2025;RUA HERCI EUCLIDES FERREIRA 229, MARIA HELENA;VENDA NOVA;2025;POINT (-43.94849542 -19.91921288)
VIVO;2025-01-07 00:00:00;JANEIRO/2025;01/2025;RUA ARAGUARI 128, BARRO PRETO;HIPERCENTRO;2025;POINT (-43.96869845 -19.91768597)
VIVO;2025-01-07 00:00:00;JANEIRO/2025;01/2025;RUA VIAMAO 0, PRADO;OESTE;2025;POINT (-43.96869845 -19.91768597)
VIVO;2025-01-07 00:00:00;JANEIRO/2025;01/2025;RUA VIAMAO 0, PRADO;OESTE;2025;POINT (-43.9722571306969 -19.8558927687792)
VIVO;2025-01-07 00:00:00;JANEIRO/2025;01/2025;RUA ARAGUARI 128, BARRO PRETO;HIPERCENTRO;2025;POINT (-43.9075603 -19.8298283)
VIVO;2025-01-07 00:00:00;JANEIRO/2025;01/2025;RUA RIO DE JANEIRO 910, BARRO PRETO;HIPERCENTRO;2025;POINT (-43.9269015 -19.905048)
VIVO;2025-01-07 00:00:00;JANEIRO/2025;01/2025;RUA STIBINA 0, SANTA EFIGENIA;LESTE;2025;POINT (-43.9438383 -19.9027859)
VIVO;2025-01-07 00:00:00;JANEIRO/2025;01/2025;RUA RIO DE JANEIRO 910, BARRO PRETO;HIPERCENTRO;2025;POINT (-44.01375815 -19.93396854)
VIVO;2025-01-07 00:00:00;JANEIRO/2025;01/2025;RUA STIBINA 0, SANTA EFIGENIA;LESTE;2025;POINT (-44.01375815 -19.93396854)
V.TAL;2025-01-07 00:52:00;JANEIRO/2025;01/2025;RUA SAO CLEMENTE 1222, SANTO ANDRE;NOROESTE;2025;POINT (-43.9269015 -19.905048)
V.TAL;2025-01-07 00:52:00;JANEIRO/2025;01/2025;RUA SAO CLEMENTE 1222, SANTO ANDRE;NOROESTE;2025;POINT (-43.99736238 -19.92631694)
V.TAL;2025-01-07 01:32:00;JANEIRO/2025;01/2025;RUA LAURO GOMES VIDAL 700, DOM JOAQUIM;NORDESTE;2025;POINT (-43.93173979 -19.9350275)
V.TAL;2025-01-07 01:32:00;JANEIRO/2025;01/2025;RUA LAURO GOMES VIDAL 700, DOM JOAQUIM;NORDESTE;2025;POINT (-43.9323844 -19.9045853)
V.TAL;2025-01-07 01:46:00;JANEIRO/2025;01/2025;RUA RIO NOVO 111, LAGOINHA;NOROESTE;2025;POINT (-43.92102946 -19.85073058)
V.TAL;2025-01-07 01:46:00;JANEIRO/2025;01/2025;RUA RIO NOVO 111, LAGOINHA;NOROESTE;2025;POINT (-43.9438383 -19.9027859)
V.TAL;2025-01-07 02:27:00;JANEIRO/2025;01/2025;RUA ITAMI 700, GUARANI;NORTE;2025;POINT (-43.92102946 -19.85073058)
V.TAL;2025-01-07 02:27:00;JANEIRO/2025;01/2025;RUA ITAMI 700, GUARANI;NORTE;2025;POINT (-43.9660017 -19.9714096)
V.TAL;2025-01-07 03:19:00;JANEIRO/2025;01/2025;RUA TENENTE ANASTACIO DE MOURA 377, SANTA EFIGENIA;LESTE;2025;POINT (-43.9664159 -19.9675122)
V.TAL;2025-01-07 03:19:00;JANEIRO/2025;01/2025;RUA TENENTE ANASTACIO DE MOURA 377, SANTA EFIGENIA;LESTE;2025;POINT (-43.96940248 -19.88865801)
V.TAL;2025-01-07 03:31:05;JANEIRO/2025;01/2025;RUA MARACANA 16, SANTA EFIGENIA;LESTE;2025;POINT (-43.973782 -19.9709618)
V.TAL;2025-01-07 03:31:05;JANEIRO/2025;01/2025;RUA MARACANA 16, SANTA EFIGENIA;LESTE;2025;POINT (-43.96940248 -19.88865801)
V.TAL;2025-01-07 03:52:05;JANEIRO/2025;01/2025;RUA ALENTEJO 1255, SAO FRANCISCO;PAMPULHA;2025;POINT (-44.020005 -19.9176522)
V.TAL;2025-01-07 03:52:05;JANEIRO/2025;01/2025;RUA ALENTEJO 1255, SAO FRANCISCO;PAMPULHA;2025;POINT (-44.00104903 -19.81772758)
V.TAL;2025-01-07 04:30:00;JANEIRO/2025;01/2025;RUA TURVO 719, LAGOINHA;NOROESTE;2025;POINT (-43.9660017 -19.9714096)
V.TAL;2025-01-07 04:30:00;JANEIRO/2025;01/2025;RUA TURVO 719, LAGOINHA;NOROESTE;2025;POINT (-44.00104903 -19.81772758)
V.TAL;2025-01-07 04:39:00;JANEIRO/2025;01/2025;RUA MAJOR DELFINO DE PAULA 2096, SAO FRANCISCO;PAMPULHA;2025;POINT (-43.93412996 -19.91190439)
V.TAL;2025-01-07 04:39:00;JANEIRO/2025;01/2025;RUA MAJOR DELFINO DE PAULA 2096, SAO FRANCISCO;PAMPULHA;2025;POINT (-43.9323844 -19.9045853)
V.TAL;2025-01-07 04:51:00;JANEIRO/2025;01/2025;RUA LUIZ CERQUEIRA 162, POMPEIA;LESTE;2025;POINT (-43.93412996 -19.91190439)
V.TAL;2025-01-07 04:51:00;JANEIRO/2025;01/2025;RUA LUIZ CERQUEIRA 162, POMPEIA;LESTE;2025;POINT (-44.020005 -19.9176522)
SGO;2025-01-07 05:07:00;JANEIRO/2025;01/2025;RUA DO OURO 1448, SERRA;CENTRO-SUL;2025;POINT (-43.95870199 -19.89742267)
V.TAL;2025-01-07 05:18:00;JANEIRO/2025;01/2025;AVENIDA WALDYR SOEIRO EMRICH 5194, OLARIA;BARREIRO;2025;POINT (-44.00741206 -19.89128884)
V.TAL;2025-01-07 05:18:00;JANEIRO/2025;01/2025;AVENIDA WALDYR SOEIRO EMRICH 5194, OLARIA;BARREIRO;2025;POINT (-43.973782 -19.9709618)
CLARO;2025-01-07 23:55:00;JANEIRO/2025;01/2025;RUA PARINTINS 61, SAO GABRIEL;NORDESTE;2025;POINT (-44.00741206 -19.89128884)
CLARO;2025-01-07 23:55:00;JANEIRO/2025;01/2025;RUA PARINTINS 61, SAO GABRIEL;NORDESTE;2025;POINT (-43.9664159 -19.9675122)
VIVO;2025-01-08 00:00:00;JANEIRO/2025;01/2025;RUA GENTIOS 175, CORAÇAO DE JESUS;CENTRO-SUL;2025;POINT (-43.98733 -19.802523)
VIVO;2025-01-08 00:00:00;JANEIRO/2025;01/2025;RUA VIOLETA 0, ALIPIO DE MELO;PAMPULHA;2025;POINT (-43.98733 -19.802523)
VIVO;2025-01-08 00:00:00;JANEIRO/2025;01/2025;RUA VIOLETA DE MELO 0, ALIPIO DE MELO;PAMPULHA;2025;POINT (-43.9389955 -19.9122808)
VIVO;2025-01-08 00:00:00;JANEIRO/2025;01/2025;RUA VIOLETA DE MELO 0, ALIPIO DE MELO;PAMPULHA;2025;POINT (-43.98662207 -19.91436107)
VIVO;2025-01-08 00:00:00;JANEIRO/2025;01/2025;RUA VIOLETA 0, ALIPIO DE MELO;PAMPULHA;2025;POINT (-43.9410239534664 -19.9160360980366)
VIVO;2025-01-08 00:00:00;JANEIRO/2025;01/2025;RUA GENTIOS 175, CORAÇAO DE JESUS;CENTRO-SUL;2025;POINT (-43.99162299 -19.96468751)
V.TAL;2025-01-08 00:31:02;JANEIRO/2025;01/2025;RUA PITANGUI 457, CONCORDIA;NORDESTE;2025;POINT (-43.993868 -19.811513)
V.TAL;2025-01-08 00:31:02;JANEIRO/2025;01/2025;RUA PITANGUI 457, CONCORDIA;NORDESTE;2025;POINT (-43.91670192 -19.86988254)
CLARO;2025-01-08 00:55:00;JANEIRO/2025;01/2025;RUA MATO GROSSO 357, BARRO PRETO;HIPERCENTRO;2025;POINT (-43.91670192 -19.86988254)
CLARO;2025-01-08 00:55:00;JANEIRO/2025;01/2025;RUA MATO GROSSO 357, BARRO PRETO;HIPERCENTRO;2025;POINT (-43.993868 -19.811513)
V.TAL;2025-01-08 01:25:00;JANEIRO/2025;01/2025;RUA CATAS ALTAS 319, PROVIDENCIA;NORTE;2025;POINT (-43.91587881 -19.87154706)
V.TAL;2025-01-08 01:25:00;JANEIRO/2025;01/2025;RUA CATAS ALTAS 319, PROVIDENCIA;NORTE;2025;POINT (-43.91723167 -19.93783508)
V.TAL;2025-01-08 01:26:00;JANEIRO/2025;01/2025;RUA ALCIDES LINS 362, VENDA NOVA;VENDA NOVA;2025;POINT (-43.91587881 -19.87154706)
V.TAL;2025-01-08 01:26:00;JANEIRO/2025;01/2025;RUA ALCIDES LINS 362, VENDA NOVA;VENDA NOVA;2025;POINT (-43.91723167 -19.93783508)
V.TAL;2025-01-08 01:30:00;JANEIRO/2025;01/2025;RUA HORTENCIA 74, ESPLANADA;LESTE;2025;POINT (-43.95039661 -19.88896153)
V.TAL;2025-01-08 01:30:00;JANEIRO/2025;01/2025;RUA HORTENCIA 74, ESPLANADA;LESTE;2025;POINT (-43.9614391417487 -19.8532713051818)
V.TAL;2025-01-08 02:18:00;JANEIRO/2025;01/2025;RUA DAS OFICINAS 608, ESPLANADA;LESTE;2025;POINT (-43.95039661 -19.88896153)
V.TAL;2025-01-08 02:18:00;JANEIRO/2025;01/2025;RUA DAS OFICINAS 608, ESPLANADA;LESTE;2025;POINT (-43.9478336 -19.9630294)
CLARO;2025-01-08 03:16:00;JANEIRO/2025;01/2025;RUA ARAXA 186, COLEGIO BATISTA;LESTE;2025;POINT (-43.9478336 -19.9630294)
CLARO;2025-01-08 03:16:00;JANEIRO/2025;01/2025;RUA ARAXA 186, COLEGIO BATISTA;LESTE;2025;POINT (-43.94161399 -19.91591675)
V.TAL;2025-01-08 04:48:00;JANEIRO/2025;01/2025;RUA ANTONIO ABRAHAO CARAM 1000, SAO LUIZ;PAMPULHA;2025;POINT (-43.9919528383013 -19.9647747965913)
V.TAL;2025-01-08 04:48:00;JANEIRO/2025;01/2025;RUA ANTONIO ABRAHAO CARAM 1000, SAO LUIZ;PAMPULHA;2025;POINT (-43.9346409 -19.9544013)
CLARO;2025-01-08 23:10:00;JANEIRO/2025;01/2025;RUA ROSEMBERG SILVA 162, GOIANIA;NORDESTE;2025;POINT (-43.99162299 -19.96468751)
CLARO;2025-01-08 23:10:00;JANEIRO/2025;01/2025;RUA ROSEMBERG SILVA 162, GOIANIA;NORDESTE;2025;POINT (-43.9346409 -19.9544013)
VIVO;2025-01-09 00:00:00;JANEIRO/2025;01/2025;RUA ROGERIO FAJARDO 0, ANCHIETA;CENTRO-SUL;2025;POINT (-43.9359741 -19.9095849)
VIVO;2025-01-09 00:00:00;JANEIRO/2025;01/2025;RUA ROGERIO FAJARDO 0, ANCHIETA;CENTRO-SUL;2025;POINT (-43.93412996 -19.91190439)
CLARO;2025-01-09 01:01:00;JANEIRO/2025;01/2025;RUA PROFESSOR NARDELLI BEMFICA 390, FERNAO DIAS;NORDESTE;2025;POINT (-43.9389955 -19.9122808)
CLARO;2025-01-09 01:01:00;JANEIRO/2025;01/2025;RUA PROFESSOR NARDELLI BEMFICA 390, FERNAO DIAS;NORDESTE;2025;POINT (-43.95049427 -19.86020185)
V.TAL;2025-01-09 02:57:00;JANEIRO/2025;01/2025;RUA FORMIGA 435, LAGOINHA;NOROESTE;2025;POINT (-43.9231766 -19.9307189)
V.TAL;2025-01-09 02:57:00;JANEIRO/2025;01/2025;RUA FORMIGA 435, LAGOINHA;NOROESTE;2025;POINT (-43.98662207 -19.91436107)
V.TAL;2025-01-09 03:11:00;JANEIRO/2025;01/2025;RUA HENRIQUE HORTA 53, PLANALTO;NORTE;2025;POINT (-43.9231766 -19.9307189)
