origem;data_hora;mes_ano;trimestre_ano;endereco;regional;ano;Geometry;trimestre
V.TAL;2024-10-02 03:00:00;OUTUBRO/2024;04/2024;RUA ERICO VERISSIMO 800, SAO JOAO BATISTA;VENDA NOVA;2024;POINT (-43.9513 -19.9099);4
VIVO;2024-10-02 03:51:00;OUTUBRO/2024;04/2024;RUA MONSENHOR ARTUR DE OLIVEIRA 71, GOIANIA;NORDESTE;2024;POINT (-43.9513 -19.9099);4
VIVO;2024-10-02 03:51:00;OUTUBRO/2024;04/2024;RUA MONSENHOR ARTUR DE OLIVEIRA 71, GOIANIA;NORDESTE;2024;POINT (-43.92973665 -19.8709105);4
V.TAL;2024-10-02 04:53:00;OUTUBRO/2024;04/2024;RUA WALDEMAR DIAS COELHO 153, CANDELARIA;VENDA NOVA;2024;POINT (-43.9151 -19.9281);4
V.TAL;2024-10-02 04:53:00;OUTUBRO/2024;04/2024;RUA WALDEMAR DIAS COELHO 153, CANDELARIA;VENDA NOVA;2024;POINT (-43.91635991 -19.92994098);4
SICOP;2024-10-02 06:58:00;OUTUBRO/2024;04/2024;AVENIDA WALDYR SOEIRO EMRICH 4996, Olaria;BARREIRO;2024;POINT (-43.9518538627687 -19.9369134877946);4
SGO;2024-10-02 07:05:00;OUTUBRO/2024;04/2024;AVENIDA WALDYR SOEIRO EMRICH 4996, OLARIA;BARREIRO;2024;POINT (-44.01766417 -19.98954023);4
SICOP;2024-10-02 08:26:00;OUTUBRO/2024;04/2024;AVENIDA WALDYR SOEIRO EMRICH 289, Teixeira Dias;BARREIRO;2024;POINT (-43.930259568311 -19.9180625053766);4
V.TAL;2024-10-03 00:00:00;OUTUBRO/2024;04/2024;RUA PITANGUI 0, SAO CRISTOVAO;NOROESTE;2024;POINT (-43.9297366546243 -19.8709104965539);4
V.TAL;2024-10-03 00:00:00;OUTUBRO/2024;04/2024;RUA PITANGUI 0, SAO CRISTOVAO;NOROESTE;2024;POINT (-43.9151 -19.9281);4
VIVO;2024-10-03 01:29:00;OUTUBRO/2024;04/2024;RUA ANTONIO EUSTAQUIO PIAZZA 3463, TIROL;BARREIRO;2024;POINT (-43.9223 -19.9316);4
VIVO;2024-10-03 01:29:00;OUTUBRO/2024;04/2024;RUA ANTONIO EUSTAQUIO PIAZZA 3463, TIROL;BARREIRO;2024;POINT (-43.98026446 -19.83189436);4
CLARO;2024-10-03 02:49:00;OUTUBRO/2024;04/2024;RUA FREI MANOEL DA CRUZ 702, INDAIA;PAMPULHA;2024;POINT (-43.98026446 -19.83189436);4
CLARO;2024-10-03 02:49:00;OUTUBRO/2024;04/2024;RUA FREI MANOEL DA CRUZ 702, INDAIA;PAMPULHA;2024;POINT (-43.9438 -19.8607);4
V.TAL;2024-10-03 04:37:00;OUTUBRO/2024;04/2024;RUA LIDIA 230, PIRAJA;NORDESTE;2024;POINT (-43.9438 -19.8607);4
V.TAL;2024-10-03 04:37:00;OUTUBRO/2024;04/2024;RUA LIDIA 230, PIRAJA;NORDESTE;2024;POINT (-43.87576619 -19.91795125);4
V.TAL;2024-10-03 06:12:00;OUTUBRO/2024;04/2024;RUA OLIMPIO DE ASSIS 452, CIDADE JARDIM;CENTRO-SUL;2024;POINT (-43.87576619 -19.91795125);4
V.TAL;2024-10-03 06:12:00;OUTUBRO/2024;04/2024;RUA OLIMPIO DE ASSIS 452, CIDADE JARDIM;CENTRO-SUL;2024;POINT (-43.9613 -19.9442);4
VIVO;2024-10-04 00:00:00;OUTUBRO/2024;04/2024;RUA OUTONO 566, CRUZEIRO;CENTRO-SUL;2024;POINT (-43.945 -19.9168);4
VIVO;2024-10-04 00:00:00;OUTUBRO/2024;04/2024;RUA OUTONO 566, CRUZEIRO;CENTRO-SUL;2024;POINT (-43.93361956 -19.9403538);4
CLARO;2024-10-04 00:28:00;OUTUBRO/2024;04/2024;RUA ERICO VERISSIMO 1200, RIO BRANCO;VENDA NOVA;2024;POINT (-43.8975 -19.8489);4
CLARO;2024-10-04 00:28:00;OUTUBRO/2024;04/2024;RUA ERICO VERISSIMO 1200, RIO BRANCO;VENDA NOVA;2024;POINT (-44.01391532 -19.9323573);4
V.TAL;2024-10-04 00:45:00;OUTUBRO/2024;04/2024;RUA FRANCISCO FEIO 1123, GUTIERREZ;OESTE;2024;POINT (-43.9563734 -19.938958);4
V.TAL;2024-10-04 00:45:00;OUTUBRO/2024;04/2024;RUA FRANCISCO FEIO 1123, GUTIERREZ;OESTE;2024;POINT (-43.96241242 -19.90816107);4
V.TAL;2024-10-04 01:28:00;OUTUBRO/2024;04/2024;RUA HERACLES 224, CENACULO;VENDA NOVA;2024;POINT (-43.9563734 -19.938958);4
V.TAL;2024-10-04 01:28:00;OUTUBRO/2024;04/2024;RUA HERACLES 224, CENACULO;VENDA NOVA;2024;POINT (-43.96241242 -19.90816107);4
CLARO;2024-10-04 03:34:00;OUTUBRO/2024;04/2024;RUA DJALMA CASSIMIRO DE ARAUJO 209, DOM SILVERIO;NORDESTE;2024;POINT (-43.96869845 -19.91768597);4
CLARO;2024-10-04 03:34:00;OUTUBRO/2024;04/2024;RUA DJALMA CASSIMIRO DE ARAUJO 209, DOM SILVERIO;NORDESTE;2024;POINT (-43.9344 -19.8433);4
VIVO;2024-10-04 04:26:00;OUTUBRO/2024;04/2024;AVENIDA AMAZONAS 3650, ALTO BARROCA;OESTE;2024;POINT (-43.95666716 -19.82694041);4
VIVO;2024-10-04 04:26:00;OUTUBRO/2024;04/2024;AVENIDA AMAZONAS 3650, ALTO BARROCA;OESTE;2024;POINT (-43.9613 -19.9442);4
VIVO;2024-10-04 04:34:00;OUTUBRO/2024;04/2024;RUA ANTONIO JOSE DE OLIVEIRA 19, MINASCAIXA;VENDA NOVA;2024;POINT (-43.96869845 -19.91768597);4
VIVO;2024-10-04 04:34:00;OUTUBRO/2024;04/2024;RUA ANTONIO JOSE DE OLIVEIRA 19, MINASCAIXA;VENDA NOVA;2024;POINT (-43.9344 -19.8433);4
CLARO;2024-10-04 05:42:00;OUTUBRO/2024;04/2024;RUA SIMAO TAMM 429, CACHOEIRINHA;NORDESTE;2024;POINT (-43.93361956 -19.9403538);4
CLARO;2024-10-04 05:42:00;OUTUBRO/2024;04/2024;RUA SIMAO TAMM 429, CACHOEIRINHA;NORDESTE;2024;POINT (-43.945 -19.9168);4
SICOP;2024-10-04 07:39:00;OUTUBRO/2024;04/2024;RUA URSULA PAULINO 1210, Betânia;OESTE;2024;POINT (-43.9503788919367 -19.8835932469469);4
VIVO;2024-10-04 09:00:00;OUTUBRO/2024;04/2024;AVENIDA AMAZONAS 3681, ALTO BARROCA;OESTE;2024;POINT (-43.95666716 -19.82694041);4
VIVO;2024-10-04 09:00:00;OUTUBRO/2024;04/2024;AVENIDA AMAZONAS 3681, ALTO BARROCA;OESTE;2024;POINT (-43.8975 -19.8489);4
SICOP;2024-10-04 15:23:00;OUTUBRO/2024;04/2024;AVENIDA RAJA GABAGLIA 835, Luxemburgo;CENTRO-SUL;2024;POINT (-43.9497455075571 -19.9201144349755);4
V.TAL;2024-10-05 03:00:00;OUTUBRO/2024;04/2024;RUA POUSO ALEGRE 2155, HORTO;LESTE;2024;POINT (-43.9724 -19.8223);4
V.TAL;2024-10-05 03:00:00;OUTUBRO/2024;04/2024;RUA POUSO ALEGRE 2155, HORTO;LESTE;2024;POINT (-43.97809703 -19.87076137);4
CLARO;2024-10-05 03:33:00;OUTUBRO/2024;04/2024;RUA INDEPENDENCIA 798, JARDINOPOLIS;OESTE;2024;POINT (-43.97809703 -19.87076137);4
CLARO;2024-10-05 03:33:00;OUTUBRO/2024;04/2024;RUA INDEPENDENCIA 798, JARDINOPOLIS;OESTE;2024;POINT (-43.9724 -19.8223);4
VIVO;2024-10-06 00:00:00;OUTUBRO/2024;04/2024;RUA SERRAVITE 0, FLORESTA;LESTE;2024;POINT (-43.86972909 -19.83088554);4
VIVO;2024-10-06 00:00:00;OUTUBRO/2024;04/2024;RUA MARABA 388, SANTO ANTONIO;CENTRO-SUL;2024;POINT (-43.93670552 -19.92565124);4
VIVO;2024-10-06 00:00:00;OUTUBRO/2024;04/2024;RUA SERRAVITE 0, FLORESTA;LESTE;2024;POINT (-43.9711 -19.8232);4
VIVO;2024-10-06 00:00:00;OUTUBRO/2024;04/2024;RUA MARABA 388, SANTO ANTONIO;CENTRO-SUL;2024;POINT (-43.95812479 -19.82966353);4
CLARO;2024-10-06 00:17:00;OUTUBRO/2024;04/2024;AVENIDA SENADOR LEVINDO COELHO 763, VALE DO JATOBA;BARREIRO;2024;POINT (-43.94431339 -19.90861413);4
CLARO;2024-10-06 00:17:00;OUTUBRO/2024;04/2024;AVENIDA SENADOR LEVINDO COELHO 763, VALE DO JATOBA;BARREIRO;2024;POINT (-43.9131 -19.9256);4
CLARO;2024-10-06 00:17:00;OUTUBRO/2024;04/2024;AVENIDA SENADOR LEVINDO COELHO 763, VALE DO JATOBA;BARREIRO;2024;POINT (-43.94431339 -19.90861413);4
CLARO;2024-10-06 00:17:00;OUTUBRO/2024;04/2024;AVENIDA SENADOR LEVINDO COELHO 763, VALE DO JATOBA;BARREIRO;2024;POINT (-43.9131 -19.9256);4
VIVO;2024-10-06 01:05:00;OUTUBRO/2024;04/2024;RUA COELHO DE SOUZA 95, SANTO AGOSTINHO;CENTRO-SUL;2024;POINT (-43.9099 -19.9379);4
VIVO;2024-10-06 01:05:00;OUTUBRO/2024;04/2024;RUA COELHO DE SOUZA 95, SANTO AGOSTINHO;CENTRO-SUL;2024;POINT (-43.9464654205503 -19.9002781065561);4
VIVO;2024-10-06 02:08:00;OUTUBRO/2024;04/2024;RUA EXPEDICIONARIO JOSE ASSUMPCAO DOS ANJOS 1125, SAO LUIZ;PAMPULHA;2024;POINT (-43.9525902033836 -19.8774893577939);4
VIVO;2024-10-06 02:08:00;OUTUBRO/2024;04/2024;RUA EXPEDICIONARIO JOSE ASSUMPCAO DOS ANJOS 1125, SAO LUIZ;PAMPULHA;2024;POINT (-43.9099 -19.9379);4
V.TAL;2024-10-06 02:56:00;OUTUBRO/2024;04/2024;AVENIDA DO CONTORNO 2416, SANTA EFIGENIA;CENTRO-SUL;2024;POINT (-43.935216772624 -19.9527080241592);4
V.TAL;2024-10-06 02:56:00;OUTUBRO/2024;04/2024;AVENIDA DO CONTORNO 2416, SANTA EFIGENIA;CENTRO-SUL;2024;POINT (-43.95812479 -19.82966353);4
CLARO;2024-10-06 03:00:00;OUTUBRO/2024;04/2024;RUA TENENTE BRITO MELO 58, BARRO PRETO;CENTRO-SUL;2024;POINT (-43.86972909 -19.83088554);4
CLARO;2024-10-06 03:00:00;OUTUBRO/2024;04/2024;RUA TENENTE BRITO MELO 58, BARRO PRETO;CENTRO-SUL;2024;POINT (-43.9711 -19.8232);4
VIVO;2024-10-07 00:00:00;OUTUBRO/2024;04/2024;AVENIDA GENERAL CARLOS GUEDES 0, PLANALTO;NORTE;2024;POINT (-43.9406 -19.916);4
VIVO;2024-10-07 00:00:00;OUTUBRO/2024;04/2024;AVENIDA GENERAL CARLOS GUEDES 0, PLANALTO;NORTE;2024;POINT (-43.94477152 -19.86216946);4
V.TAL;2024-10-07 01:42:00;OUTUBRO/2024;04/2024;RUA ANA DE ALVARENGA CAMPOS 12, CEU AZUL;VENDA NOVA;2024;POINT (-43.98612802 -19.9279776);4
V.TAL;2024-10-07 01:42:00;OUTUBRO/2024;04/2024;RUA ANA DE ALVARENGA CAMPOS 12, CEU AZUL;VENDA NOVA;2024;POINT (-43.93546766 -19.95246676);4
V.TAL;2024-10-07 02:30:00;OUTUBRO/2024;04/2024;AVENIDA DO CONTORNO 2451, SANTA TEREZA;LESTE;2024;POINT (-43.9023 -19.9024);4
V.TAL;2024-10-07 02:30:00;OUTUBRO/2024;04/2024;AVENIDA DO CONTORNO 2451, SANTA TEREZA;LESTE;2024;POINT (-43.95173121 -19.88716109);4
V.TAL;2024-10-07 02:45:00;OUTUBRO/2024;04/2024;RUA CARAJURU 85, OLARIA;BARREIRO;2024;POINT (-43.9536 -19.9406);4
V.TAL;2024-10-07 02:45:00;OUTUBRO/2024;04/2024;RUA CARAJURU 85, OLARIA;BARREIRO;2024;POINT (-43.98612802 -19.9279776);4
V.TAL;2024-10-07 02:55:00;OUTUBRO/2024;04/2024;RUA GUILHERME SOARES 240, AARAO REIS;NORTE;2024;POINT (-43.9536 -19.9406);4
V.TAL;2024-10-07 02:55:00;OUTUBRO/2024;04/2024;RUA GUILHERME SOARES 240, AARAO REIS;NORTE;2024;POINT (-43.94526979 -19.91869142);4
CLARO;2024-10-07 03:00:00;OUTUBRO/2024;04/2024;RUA FERREIRA DE AGUIAR 265, NAZARE;NORDESTE;2024;POINT (-43.92199808 -19.9300591);4
CLARO;2024-10-07 03:00:00;OUTUBRO/2024;04/2024;RUA FERREIRA DE AGUIAR 265, NAZARE;NORDESTE;2024;POINT (-43.9593 -19.9389);4
V.TAL;2024-10-07 03:28:00;OUTUBRO/2024;04/2024;RUA MADUREIRA 395, APARECIDA;NOROESTE;2024;POINT (-43.92199808 -19.9300591);4
V.TAL;2024-10-07 03:28:00;OUTUBRO/2024;04/2024;RUA MADUREIRA 395, APARECIDA;NOROESTE;2024;POINT (-43.9406 -19.916);4
V.TAL;2024-10-07 05:16:00;OUTUBRO/2024;04/2024;AVENIDA SENADOR LEVINDO COELHO 1082, MANGUEIRAS;BARREIRO;2024;POINT (-43.9593 -19.9389);4
V.TAL;2024-10-07 05:16:00;OUTUBRO/2024;04/2024;AVENIDA SENADOR LEVINDO COELHO 1082, MANGUEIRAS;BARREIRO;2024;POINT (-43.94477152 -19.86216946);4
SICOP;2024-10-07 10:30:00;OUTUBRO/2024;04/2024;RUA CORACAO EUCARISTICO DE JESUS 307, Coração Eucarístico;NOROESTE;2024;POINT (-43.9479143627501 -19.9126366266579);4
SGO;2024-10-07 10:34:00;OUTUBRO/2024;04/2024;RUA CORACAO EUCARISTICO DE JESUS 307, CORAÇAO EUCARISTICO;NOROESTE;2024;POINT (-43.94291894 -19.88659505);4
SICOP;2024-10-07 15:44:00;OUTUBRO/2024;04/2024;RUA CORACAO EUCARISTICO DE JESUS 315, Coração Eucarístico;NOROESTE;2024;POINT (-43.9494534739975 -19.9244549876122);4
V.TAL;2024-10-08 00:26:00;OUTUBRO/2024;04/2024;RUA DOS AEROVIARIOS 45, JARAGUA;PAMPULHA;2024;POINT (-43.9289 -19.9399);4
V.TAL;2024-10-08 00:26:00;OUTUBRO/2024;04/2024;RUA DOS AEROVIARIOS 45, JARAGUA;PAMPULHA;2024;POINT (-44.05340602 -19.99230484);4
V.TAL;2024-10-08 01:15:00;OUTUBRO/2024;04/2024;RUA MINISTRO OLIVEIRA SALAZAR 867, SANTA MONICA;VENDA NOVA;2024;POINT (-44.05340602 -19.99230484);4
V.TAL;2024-10-08 01:15:00;OUTUBRO/2024;04/2024;RUA MINISTRO OLIVEIRA SALAZAR 867, SANTA MONICA;VENDA NOVA;2024;POINT (-43.9289 -19.9399);4
CLARO;2024-10-08 01:41:00;OUTUBRO/2024;04/2024;RUA NORALDINO LIMA 689, LIBERDADE;PAMPULHA;2024;POINT (-43.93307329 -19.94163729);4
CLARO;2024-10-08 01:41:00;OUTUBRO/2024;04/2024;RUA NORALDINO LIMA 689, LIBERDADE;PAMPULHA;2024;POINT (-43.94902800250548 -19.88401632785651);4
V.TAL;2024-10-08 01:45:00;OUTUBRO/2024;04/2024;RUA PITANGUI 319, CONCORDIA;NORDESTE;2024;POINT (-43.95173121 -19.88716109);4
V.TAL;2024-10-08 01:45:00;OUTUBRO/2024;04/2024;RUA PITANGUI 319, CONCORDIA;NORDESTE;2024;POINT (-43.9023 -19.9024);4
V.TAL;2024-10-08 01:55:00;OUTUBRO/2024;04/2024;RUA IBITURUNA 760, PADRE EUSTAQUIO;NOROESTE;2024;POINT (-43.94902800250548 -19.88401632785651);4
V.TAL;2024-10-08 01:55:00;OUTUBRO/2024;04/2024;RUA IBITURUNA 760, PADRE EUSTAQUIO;NOROESTE;2024;POINT (-43.93307329 -19.94163729);4
V.TAL;2024-10-08 02:26:00;OUTUBRO/2024;04/2024;RUA JOAO SAMAHA 1140, SAO JOAO BATISTA;VENDA NOVA;2024;POINT (-44.01215292 -19.87677143);4
V.TAL;2024-10-08 02:26:00;OUTUBRO/2024;04/2024;RUA JOAO SAMAHA 1140, SAO JOAO BATISTA;VENDA NOVA;2024;POINT (-43.9307 -19.9457);4
V.TAL;2024-10-08 02:49:00;OUTUBRO/2024;04/2024;AVENIDA DOS COQUEIROS 831, SAO LUIZ;PAMPULHA;2024;POINT (-43.9307 -19.9457);4
V.TAL;2024-10-08 02:49:00;OUTUBRO/2024;04/2024;AVENIDA DOS COQUEIROS 831, SAO LUIZ;PAMPULHA;2024;POINT (-44.01215292 -19.87677143);4
V.TAL;2024-10-08 04:53:00;OUTUBRO/2024;04/2024;RUA COMENDADOR NOHME SALOMAO 20, LAGOINHA;NOROESTE;2024;POINT (-44.00154688 -19.87491634);4
V.TAL;2024-10-08 04:53:00;OUTUBRO/2024;04/2024;RUA COMENDADOR NOHME SALOMAO 20, LAGOINHA;NOROESTE;2024;POINT (-43.951 -19.8633);4
V.TAL;2024-10-08 05:01:00;OUTUBRO/2024;04/2024;RUA LUA NOVA 70, CASTANHEIRA;BARREIRO;2024;POINT (-43.951 -19.8633);4
V.TAL;2024-10-08 05:01:00;OUTUBRO/2024;04/2024;RUA LUA NOVA 70, CASTANHEIRA;BARREIRO;2024;POINT (-44.00154688 -19.87491634);4
V.TAL;2024-10-08 05:12:00;OUTUBRO/2024;04/2024;AVENIDA SENADOR LEVINDO COELHO 785, CASTANHEIRA;BARREIRO;2024;POINT (-43.9449 -19.9151);4
V.TAL;2024-10-08 05:12:00;OUTUBRO/2024;04/2024;AVENIDA SENADOR LEVINDO COELHO 785, CASTANHEIRA;BARREIRO;2024;POINT (-43.95413705 -19.81430631);4
VIVO;2024-10-09 00:00:00;OUTUBRO/2024;04/2024;RUA LAGUNA 18, SERRA;CENTRO-SUL;2024;POINT (-44.00230748 -19.98866889);4
VIVO;2024-10-09 00:00:00;OUTUBRO/2024;04/2024;RUA LAGUNA 18, SERRA;CENTRO-SUL;2024;POINT (-43.9504 -19.8839);4
V.TAL;2024-10-09 00:28:00;OUTUBRO/2024;04/2024;RUA MARCIANA CARNEIRO 51, PARQUE SAO PEDRO;VENDA NOVA;2024;POINT (-43.93681004 -19.95212086);4
V.TAL;2024-10-09 00:28:00;OUTUBRO/2024;04/2024;RUA SILVA ALVARENGA 605, SAO GERALDO;LESTE;2024;POINT (-43.90580423 -19.90179791);4
V.TAL;2024-10-09 00:28:00;OUTUBRO/2024;04/2024;RUA SILVA ALVARENGA 605, SAO GERALDO;LESTE;2024;POINT (-43.95985585 -19.91221958);4
V.TAL;2024-10-09 00:28:00;OUTUBRO/2024;04/2024;RUA MARCIANA CARNEIRO 51, PARQUE SAO PEDRO;VENDA NOVA;2024;POINT (-43.95985585 -19.91221958);4
V.TAL;2024-10-09 01:28:00;OUTUBRO/2024;04/2024;RUA PITANGUI 496, CONCORDIA;NORDESTE;2024;POINT (-43.95413705 -19.81430631);4
V.TAL;2024-10-09 01:28:00;OUTUBRO/2024;04/2024;RUA PITANGUI 496, CONCORDIA;NORDESTE;2024;POINT (-43.9449 -19.9151);4
V.TAL;2024-10-09 01:29:00;OUTUBRO/2024;04/2024;RUA PEDRO DUTRA 56, JARAGUA;PAMPULHA;2024;POINT (-43.97467147 -19.93871952);4
V.TAL;2024-10-09 01:29:00;OUTUBRO/2024;04/2024;RUA PEDRO DUTRA 56, JARAGUA;PAMPULHA;2024;POINT (-43.90851468 -19.91138588);4
V.TAL;2024-10-09 02:34:00;OUTUBRO/2024;04/2024;RUA MARECHAL DEODORO 285, FLORESTA;CENTRO-SUL;2024;POINT (-43.97467147 -19.93871952);4
V.TAL;2024-10-09 02:34:00;OUTUBRO/2024;04/2024;RUA MARECHAL DEODORO 285, FLORESTA;CENTRO-SUL;2024;POINT (-43.9771 -19.9359);4
V.TAL;2024-10-09 02:49:00;OUTUBRO/2024;04/2024;RUA PAULO JOSE DA SILVA 605, JARDIM VITORIA;NORDESTE;2024;POINT (-43.98128577 -19.96680079);4
V.TAL;2024-10-09 02:49:00;OUTUBRO/2024;04/2024;RUA PAULO JOSE DA SILVA 605, JARDIM VITORIA;NORDESTE;2024;POINT (-43.9771 -19.9359);4
CLARO;2024-10-09 03:32:00;OUTUBRO/2024;04/2024;AVENIDA PROFESSOR MAGALHAES PENIDO 97, SAO LUIZ;PAMPULHA;2024;POINT (-43.9227 -19.9432);4
CLARO;2024-10-09 03:32:00;OUTUBRO/2024;04/2024;AVENIDA PROFESSOR MAGALHAES PENIDO 97, SAO LUIZ;PAMPULHA;2024;POINT (-43.98128577 -19.96680079);4
V.TAL;2024-10-09 04:26:00;OUTUBRO/2024;04/2024;RUA BERNARDO FERREIRA DA CRUZ 180, VENDA NOVA;VENDA NOVA;2024;POINT (-43.9994195844632 -19.915043547137);4
V.TAL;2024-10-09 04:26:00;OUTUBRO/2024;04/2024;RUA BERNARDO FERREIRA DA CRUZ 180, VENDA NOVA;VENDA NOVA;2024;POINT (-43.9227 -19.9432);4
V.TAL;2024-10-09 04:37:00;OUTUBRO/2024;04/2024;RUA MARIA AUXILIADORA 268, EYMARD;NORDESTE;2024;POINT (-43.91026479 -19.83476195);4
V.TAL;2024-10-09 04:37:00;OUTUBRO/2024;04/2024;RUA MARIA AUXILIADORA 268, EYMARD;NORDESTE;2024;POINT (-43.9203 -19.9367);4
V.TAL;2024-10-09 06:12:00;OUTUBRO/2024;04/2024;AVENIDA SENADOR LEVINDO COELHO 1180, CDI JATOBA;BARREIRO;2024;POINT (-43.91026479 -19.83476195);4
