origem;data_hora;mes_ano;trimestre_ano;endereco;regional;ano;Geometry;trimestre
SGO;2023-01-03 06:26:00;JANEIRO/2023;01/2023;AVENIDA TERESA CRISTINA 5545, SALGADO FILHO;OESTE;2023;POINT (-43.95046179 -19.90889912);1
SGO;2023-01-03 06:57:00;JANEIRO/2023;01/2023;AVENIDA PRESIDENTE ANTONIO CARLOS 2715, APARECIDA;NOROESTE;2023;POINT (-43.96407259 -19.91281672);1
SICOP;2023-01-03 07:07:00;JANEIRO/2023;01/2023;AVENIDA PRESIDENTE ANTONIO CARLOS 2715, Aparecida;NOROESTE;2023;POINT (-43.9679713000228 -19.931320411322);1
SICOP;2023-01-03 07:09:00;JANEIRO/2023;01/2023;AVENIDA TERESA CRISTINA 5545, Betânia;OESTE;2023;POINT (-43.9672143599653 -19.8397966722447);1
VIVO;2023-01-03 10:01:00;JANEIRO/2023;01/2023;AVENIDA CRISTIANO MACHADO 2940, SAO PAULO;NORDESTE;2023;POINT (-43.89261698 -19.9002852);1
VIVO;2023-01-03 10:01:00;JANEIRO/2023;01/2023;AVENIDA CRISTIANO MACHADO 2940, SAO PAULO;NORDESTE;2023;POINT (-43.92182272 -19.84898291);1
OI;2023-01-03 11:29:00;JANEIRO/2023;01/2023;RUA CALDAS DA RAINHA 680, SAO FRANCISCO;PAMPULHA;2023;POINT (-44.0231184 -19.97493355);1
OI;2023-01-03 11:29:00;JANEIRO/2023;01/2023;RUA CALDAS DA RAINHA 680, SAO FRANCISCO;PAMPULHA;2023;POINT (-43.95270947 -19.82093787);1
VIVO;2023-01-03 11:44:00;JANEIRO/2023;01/2023;RUA MARIA SILVIA 238, RIO BRANCO;VENDA NOVA;2023;POINT (-43.9495518 -19.94213009);1
VIVO;2023-01-03 11:44:00;JANEIRO/2023;01/2023;RUA MARIA SILVIA 238, RIO BRANCO;VENDA NOVA;2023;POINT (-43.93793009 -19.9221127);1
VIVO;2023-01-03 11:46:00;JANEIRO/2023;01/2023;RUA JOSE NUNES CARVALHO 83, CAMARGOS;OESTE;2023;POINT (-43.9495518 -19.94213009);1
VIVO;2023-01-03 11:46:00;JANEIRO/2023;01/2023;RUA JOSE NUNES CARVALHO 83, CAMARGOS;OESTE;2023;POINT (-43.98577748 -19.92261155);1
OI;2023-01-03 14:57:00;JANEIRO/2023;01/2023;RUA MARCOS DONATO DE LIMA 155, RIBEIRO DE ABREU;NORTE;2023;POINT (-43.98577748 -19.92261155);1
OI;2023-01-03 14:57:00;JANEIRO/2023;01/2023;RUA MARCOS DONATO DE LIMA 155, RIBEIRO DE ABREU;NORTE;2023;POINT (-44.05284168 -19.97404148);1
VIVO;2023-01-03 15:24:00;JANEIRO/2023;01/2023;RUA DOUTOR SAMUEL HAHNEMANN 81, SALGADO FILHO;OESTE;2023;POINT (-44.05284168 -19.97404148);1
VIVO;2023-01-03 15:24:00;JANEIRO/2023;01/2023;RUA DOUTOR SAMUEL HAHNEMANN 81, SALGADO FILHO;OESTE;2023;POINT (-43.93546051 -19.91716019);1
VIVO;2023-01-03 15:35:00;JANEIRO/2023;01/2023;RUA GUSTAVO DA SILVEIRA 239, HORTO FLORESTAL;LESTE;2023;POINT (-43.97392397 -19.94499363);1
VIVO;2023-01-03 15:35:00;JANEIRO/2023;01/2023;RUA GUSTAVO DA SILVEIRA 239, HORTO FLORESTAL;LESTE;2023;POINT (-43.93546051 -19.91716019);1
VIVO;2023-01-03 15:36:00;JANEIRO/2023;01/2023;RUA DOS FERROVIARIOS 218, HORTO FLORESTAL;LESTE;2023;POINT (-43.95290379 -19.88886725);1
VIVO;2023-01-03 15:36:00;JANEIRO/2023;01/2023;RUA DOS FERROVIARIOS 218, HORTO FLORESTAL;LESTE;2023;POINT (-43.97392397 -19.94499363);1
OI;2023-01-03 15:56:00;JANEIRO/2023;01/2023;RUA VITORIA 256, NOVA CACHOEIRINHA;NOROESTE;2023;POINT (-43.95290379 -19.88886725);1
OI;2023-01-03 15:56:00;JANEIRO/2023;01/2023;RUA VITORIA 256, NOVA CACHOEIRINHA;NOROESTE;2023;POINT (-43.9521025 -19.88199881);1
OI;2023-01-03 15:57:00;JANEIRO/2023;01/2023;RUA JOSE CAMPOMIZZI FILHO 48, SAO JOAO BATISTA;VENDA NOVA;2023;POINT (-43.9521025 -19.88199881);1
OI;2023-01-03 15:57:00;JANEIRO/2023;01/2023;RUA JOSE CAMPOMIZZI FILHO 48, SAO JOAO BATISTA;VENDA NOVA;2023;POINT (-43.97123272 -19.84426144);1
VIVO;2023-01-03 16:37:00;JANEIRO/2023;01/2023;RUA VARGINHA 816, COLEGIO BATISTA;LESTE;2023;POINT (-43.9221515040492 -19.9244331258007);1
VIVO;2023-01-03 16:37:00;JANEIRO/2023;01/2023;RUA VARGINHA 816, COLEGIO BATISTA;LESTE;2023;POINT (-43.97123272 -19.84426144);1
VIVO;2023-01-03 16:39:00;JANEIRO/2023;01/2023;RUA DIRAMIR LOUREIRO 120, TIROL;BARREIRO;2023;POINT (-43.94709371 -19.92185619);1
VIVO;2023-01-03 16:39:00;JANEIRO/2023;01/2023;RUA DIRAMIR LOUREIRO 120, TIROL;BARREIRO;2023;POINT (-43.922753258159 -19.924507660717);1
VIVO;2023-01-03 17:49:00;JANEIRO/2023;01/2023;RUA JACUI 1006, IPIRANGA;NORDESTE;2023;POINT (-43.92182272 -19.84898291);1
VIVO;2023-01-03 17:49:00;JANEIRO/2023;01/2023;RUA JACUI 1006, IPIRANGA;NORDESTE;2023;POINT (-43.89261698 -19.9002852);1
CLARO;2023-01-04 02:20:00;JANEIRO/2023;01/2023;RUA CRISANTEMO 401, CINQUENTENARIO;OESTE;2023;POINT (-43.91997902 -19.92397184);1
CLARO;2023-01-04 02:20:00;JANEIRO/2023;01/2023;RUA CRISANTEMO 401, CINQUENTENARIO;OESTE;2023;POINT (-43.93272745 -19.91331591);1
SGO;2023-01-04 05:31:00;JANEIRO/2023;01/2023;AVENIDA DO CANAL 299, ATILA DE PAIVA;BARREIRO;2023;POINT (-43.96407259 -19.91281672);1
VIVO;2023-01-04 10:17:00;JANEIRO/2023;01/2023;RUA CONEGO SANTANA 400, CACHOEIRINHA;NORDESTE;2023;POINT (-43.93272745 -19.91331591);1
VIVO;2023-01-04 10:17:00;JANEIRO/2023;01/2023;RUA CONEGO SANTANA 400, CACHOEIRINHA;NORDESTE;2023;POINT (-43.91997902 -19.92397184);1
VIVO;2023-01-04 10:21:00;JANEIRO/2023;01/2023;RUA TANTALITA 30, CAMARGOS;OESTE;2023;POINT (-43.88709379 -19.9002512);1
VIVO;2023-01-04 10:21:00;JANEIRO/2023;01/2023;RUA TANTALITA 30, CAMARGOS;OESTE;2023;POINT (-43.93743146 -19.87659065);1
OI;2023-01-04 10:27:00;JANEIRO/2023;01/2023;RUA VITORIA 256, NOVA CACHOEIRINHA;NOROESTE;2023;POINT (-43.93743146 -19.87659065);1
OI;2023-01-04 10:27:00;JANEIRO/2023;01/2023;RUA VITORIA 256, NOVA CACHOEIRINHA;NOROESTE;2023;POINT (-43.88709379 -19.9002512);1
VIVO;2023-01-04 13:41:00;JANEIRO/2023;01/2023;RUA JACQUES LUCIANO 136, SAGRADA FAMILIA;LESTE;2023;POINT (-43.97087778 -19.81544946);1
VIVO;2023-01-04 13:41:00;JANEIRO/2023;01/2023;RUA JACQUES LUCIANO 136, SAGRADA FAMILIA;LESTE;2023;POINT (-43.95903532 -19.89511778);1
VIVO;2023-01-04 14:35:00;JANEIRO/2023;01/2023;RUA GUIDO BARTOLOMEU MAGALHAES 288, TIROL;BARREIRO;2023;POINT (-43.95903532 -19.89511778);1
VIVO;2023-01-04 14:35:00;JANEIRO/2023;01/2023;RUA GUIDO BARTOLOMEU MAGALHAES 288, TIROL;BARREIRO;2023;POINT (-43.97087778 -19.81544946);1
VIVO;2023-01-04 14:53:00;JANEIRO/2023;01/2023;RUA ROCHA LAGOA 349, CACHOEIRINHA;NORDESTE;2023;POINT (-43.96479136 -19.90511028);1
VIVO;2023-01-04 14:53:00;JANEIRO/2023;01/2023;RUA ROCHA LAGOA 349, CACHOEIRINHA;NORDESTE;2023;POINT (-43.946237 -19.90558421);1
TIM;2023-01-04 15:00:00;JANEIRO/2023;01/2023;AVENIDA PRESIDENTE ANTONIO CARLOS 4550, LAGOINHA;NORDESTE;2023;POINT (-43.99659412 -19.80264326);1
TIM;2023-01-04 15:00:00;JANEIRO/2023;01/2023;AVENIDA PRESIDENTE ANTONIO CARLOS 4550, LAGOINHA;NORDESTE;2023;POINT (-43.93323285 -19.8728544);1
OI;2023-01-04 15:17:00;JANEIRO/2023;01/2023;RUA MILTON SOUZA LOPES 186, TUNEL DE IBIRITE;BARREIRO;2023;POINT (-43.946237 -19.90558421);1
OI;2023-01-04 15:17:00;JANEIRO/2023;01/2023;RUA MILTON SOUZA LOPES 186, TUNEL DE IBIRITE;BARREIRO;2023;POINT (-43.96479136 -19.90511028);1
VIVO;2023-01-04 15:39:00;JANEIRO/2023;01/2023;RUA IRACI JOSE DA SILVA 65, LAGOA;VENDA NOVA;2023;POINT (-43.9695909 -19.83858235);1
VIVO;2023-01-04 15:39:00;JANEIRO/2023;01/2023;RUA IRACI JOSE DA SILVA 65, LAGOA;VENDA NOVA;2023;POINT (-43.98160779 -19.8039853);1
VIVO;2023-01-04 15:41:00;JANEIRO/2023;01/2023;RUA DOS MENEZES 295, LAGOINHA LEBLON;VENDA NOVA;2023;POINT (-43.9695909 -19.83858235);1
VIVO;2023-01-04 15:41:00;JANEIRO/2023;01/2023;RUA DOS MENEZES 295, LAGOINHA LEBLON;VENDA NOVA;2023;POINT (-43.98160779 -19.8039853);1
VIVO;2023-01-04 15:45:00;JANEIRO/2023;01/2023;RUA JOSE CUSTODIO DOS SANTOS 52, LAGOA;VENDA NOVA;2023;POINT (-44.02371536 -19.99661793);1
VIVO;2023-01-04 15:45:00;JANEIRO/2023;01/2023;RUA JOSE CUSTODIO DOS SANTOS 52, LAGOA;VENDA NOVA;2023;POINT (-43.97118635 -19.80669115);1
VIVO;2023-01-04 15:47:00;JANEIRO/2023;01/2023;RUA DOUTOR LUCIDIO AVELAR 328, BURITIS;OESTE;2023;POINT (-43.93602652 -19.85915004);1
VIVO;2023-01-04 15:47:00;JANEIRO/2023;01/2023;RUA DOUTOR LUCIDIO AVELAR 328, BURITIS;OESTE;2023;POINT (-44.02371536 -19.99661793);1
OI;2023-01-04 16:29:00;JANEIRO/2023;01/2023;RUA CONEGO SANTANA 392, SANTA CRUZ;NORDESTE;2023;POINT (-43.98380768 -19.91938849);1
OI;2023-01-04 16:29:00;JANEIRO/2023;01/2023;RUA CONEGO SANTANA 392, SANTA CRUZ;NORDESTE;2023;POINT (-43.93602652 -19.85915004);1
VIVO;2023-01-04 16:30:00;JANEIRO/2023;01/2023;RUA ARARIBA 479, APARECIDA;NOROESTE;2023;POINT (-43.98380768 -19.91938849);1
VIVO;2023-01-04 16:30:00;JANEIRO/2023;01/2023;RUA ARARIBA 479, APARECIDA;NOROESTE;2023;POINT (-44.03519988 -19.99532501);1
OI;2023-01-04 17:15:00;JANEIRO/2023;01/2023;RUA ELETRON 199, PRIMEIRO DE MAIO;NORTE;2023;POINT (-43.99659412 -19.80264326);1
OI;2023-01-04 17:15:00;JANEIRO/2023;01/2023;RUA ELETRON 199, PRIMEIRO DE MAIO;NORTE;2023;POINT (-44.03519988 -19.99532501);1
CLARO;2023-01-05 00:01:00;JANEIRO/2023;01/2023;RUA DAS CANARIAS 238, SANTA AMELIA;PAMPULHA;2023;POINT (-44.03214143 -20.0155926);1
CLARO;2023-01-05 00:01:00;JANEIRO/2023;01/2023;RUA DAS CANARIAS 238, SANTA AMELIA;PAMPULHA;2023;POINT (-43.93323285 -19.8728544);1
VIVO;2023-01-05 10:37:00;JANEIRO/2023;01/2023;RUA BACUPA 77, JARAGUA;PAMPULHA;2023;POINT (-44.03214143 -20.0155926);1
VIVO;2023-01-05 10:37:00;JANEIRO/2023;01/2023;RUA BACUPA 77, JARAGUA;PAMPULHA;2023;POINT (-43.91543812 -19.90326923);1
OI;2023-01-05 10:46:00;JANEIRO/2023;01/2023;RUA RITA ALVES CASTANHEIRA 50, DONA CLARA;PAMPULHA;2023;POINT (-43.95239439 -19.80860569);1
OI;2023-01-05 10:46:00;JANEIRO/2023;01/2023;RUA RITA ALVES CASTANHEIRA 50, DONA CLARA;PAMPULHA;2023;POINT (-43.91543812 -19.90326923);1
SICOP;2023-01-05 14:26:00;JANEIRO/2023;01/2023;AVENIDA AMAZONAS 3802, Prado;OESTE;2023;POINT (-43.9339299466408 -19.8601360629204);1
OI;2023-01-05 14:39:00;JANEIRO/2023;01/2023;RUA JOAO DE BARRO 28, VILA CLORIS;NORTE;2023;POINT (-43.94357663 -19.8880749);1
OI;2023-01-05 14:39:00;JANEIRO/2023;01/2023;RUA JOAO DE BARRO 28, VILA CLORIS;NORTE;2023;POINT (-43.95239439 -19.80860569);1
VIVO;2023-01-05 15:56:00;JANEIRO/2023;01/2023;RUA SAO SEBASTIAO 439, SAGRADA FAMILIA;LESTE;2023;POINT (-43.94357663 -19.8880749);1
VIVO;2023-01-05 15:56:00;JANEIRO/2023;01/2023;RUA SAO SEBASTIAO 439, SAGRADA FAMILIA;LESTE;2023;POINT (-43.9111459 -19.92246407);1
VIVO;2023-01-05 15:57:00;JANEIRO/2023;01/2023;AVENIDA PETROLINA 861, HORTO FLORESTAL;LESTE;2023;POINT (-43.9111459 -19.92246407);1
VIVO;2023-01-05 15:57:00;JANEIRO/2023;01/2023;AVENIDA PETROLINA 861, HORTO FLORESTAL;LESTE;2023;POINT (-43.96095967 -19.8809147);1
CLARO;2023-01-06 05:30:00;JANEIRO/2023;01/2023;RUA DONA GENI 45, MARIA HELENA;VENDA NOVA;2023;POINT (-43.97268615 -19.9430087);1
CLARO;2023-01-06 05:30:00;JANEIRO/2023;01/2023;RUA DONA GENI 45, MARIA HELENA;VENDA NOVA;2023;POINT (-43.96095967 -19.8809147);1
SGO;2023-01-06 05:38:00;JANEIRO/2023;01/2023;AVENIDA AMAZONAS 4594, NOVA SUISSA;OESTE;2023;POINT (-43.95169274 -19.90714668);1
OI;2023-01-06 09:00:00;JANEIRO/2023;01/2023;RUA VICENTE RISOLA 307, SANTA INES;LESTE;2023;POINT (-43.97268615 -19.9430087);1
OI;2023-01-06 09:00:00;JANEIRO/2023;01/2023;RUA VICENTE RISOLA 307, SANTA INES;LESTE;2023;POINT (-43.96058882 -19.91497787);1
OI;2023-01-06 10:54:00;JANEIRO/2023;01/2023;RUA JOAO FIRMINO LUZIA 48, CASTANHEIRA;BARREIRO;2023;POINT (-44.0104731 -19.89098673);1
OI;2023-01-06 10:54:00;JANEIRO/2023;01/2023;RUA JOAO FIRMINO LUZIA 48, CASTANHEIRA;BARREIRO;2023;POINT (-43.96058882 -19.91497787);1
VIVO;2023-01-06 13:55:00;JANEIRO/2023;01/2023;RUA PEDRO LESSA 1152, SANTO ANDRE;NOROESTE;2023;POINT (-44.0104731 -19.89098673);1
VIVO;2023-01-06 13:55:00;JANEIRO/2023;01/2023;RUA PEDRO LESSA 1152, SANTO ANDRE;NOROESTE;2023;POINT (-43.94365232 -19.86465008);1
VIVO;2023-01-06 16:12:00;JANEIRO/2023;01/2023;RUA JAVARI 41, RENASCENCA;NORDESTE;2023;POINT (-43.9402781460377 -19.9521956185106);1
VIVO;2023-01-06 16:12:00;JANEIRO/2023;01/2023;RUA JAVARI 41, RENASCENCA;NORDESTE;2023;POINT (-43.94365232 -19.86465008);1
OI;2023-01-07 09:05:00;JANEIRO/2023;01/2023;RUA DEPUTADO JOSE RAIMUNDO 735, DONA CLARA;PAMPULHA;2023;POINT (-43.92414231 -19.86979889);1
OI;2023-01-07 09:05:00;JANEIRO/2023;01/2023;RUA DEPUTADO JOSE RAIMUNDO 735, DONA CLARA;PAMPULHA;2023;POINT (-43.93026363 -19.87504943);1
OI;2023-01-07 10:02:00;JANEIRO/2023;01/2023;RUA DONA LUIZA 930, MILIONARIOS;BARREIRO;2023;POINT (-43.92414231 -19.86979889);1
OI;2023-01-07 10:02:00;JANEIRO/2023;01/2023;RUA DONA LUIZA 930, MILIONARIOS;BARREIRO;2023;POINT (-43.93026363 -19.87504943);1
CLARO;2023-01-07 13:25:00;JANEIRO/2023;01/2023;RUA ZITO SOARES 334, CAMARGOS;OESTE;2023;POINT (-43.93546051 -19.91716019);1
CLARO;2023-01-07 13:25:00;JANEIRO/2023;01/2023;RUA ZITO SOARES 334, CAMARGOS;OESTE;2023;POINT (-43.99634244 -19.96708456);1
OI;2023-01-07 14:11:00;JANEIRO/2023;01/2023;RUA DOUTOR MARIO PINHEIRO 30, JARDIM VITORIA;NORDESTE;2023;POINT (-43.93546051 -19.91716019);1
OI;2023-01-07 14:11:00;JANEIRO/2023;01/2023;RUA DOUTOR MARIO PINHEIRO 30, JARDIM VITORIA;NORDESTE;2023;POINT (-43.99634244 -19.96708456);1
VIVO;2023-01-07 15:05:00;JANEIRO/2023;01/2023;AVENIDA CRISTIANO MACHADO S/N, CIDADE NOVA;NORDESTE;2023;POINT (-43.91876116 -19.94594817);1
VIVO;2023-01-07 15:05:00;JANEIRO/2023;01/2023;AVENIDA CRISTIANO MACHADO S/N, CIDADE NOVA;NORDESTE;2023;POINT (-43.940063 -19.88767686);1
OI;2023-01-07 15:52:00;JANEIRO/2023;01/2023;AVENIDA CRISTIANO MACHADO 5554, VILA CLORIS;NORTE;2023;POINT (-43.89436735 -19.84911661);1
OI;2023-01-07 15:52:00;JANEIRO/2023;01/2023;AVENIDA CRISTIANO MACHADO 5554, VILA CLORIS;NORTE;2023;POINT (-43.98227297 -19.81172417);1
VIVO;2023-01-07 15:57:00;JANEIRO/2023;01/2023;RUA MARIA ONOFRE LARA 115, TIROL;BARREIRO;2023;POINT (-43.94847677 -19.88853347);1
VIVO;2023-01-07 15:57:00;JANEIRO/2023;01/2023;RUA MARIA ONOFRE LARA 115, TIROL;BARREIRO;2023;POINT (-43.99395025 -19.81468789);1
VIVO;2023-01-07 15:58:00;JANEIRO/2023;01/2023;AVENIDA DJALMA VIEIRA CRISTO 179, VALE DO JATOBA;BARREIRO;2023;POINT (-43.94847677 -19.88853347);1
VIVO;2023-01-07 15:58:00;JANEIRO/2023;01/2023;AVENIDA DJALMA VIEIRA CRISTO 179, VALE DO JATOBA;BARREIRO;2023;POINT (-43.99395025 -19.81468789);1
VIVO;2023-01-07 16:01:00;JANEIRO/2023;01/2023;AVENIDA BERNARDO DE VASCONCELOS 2056, IPIRANGA;NORDESTE;2023;POINT (-43.89436735 -19.84911661);1
VIVO;2023-01-07 16:01:00;JANEIRO/2023;01/2023;AVENIDA BERNARDO DE VASCONCELOS 2056, IPIRANGA;NORDESTE;2023;POINT (-43.98227297 -19.81172417);1
SGO;2023-01-08 06:03:00;JANEIRO/2023;01/2023;AVENIDA AFONSO PENA 469, CENTRO;CENTRO-SUL;2023;POINT (-43.95169274 -19.90714668);1
VIVO;2023-01-09 11:46:00;JANEIRO/2023;01/2023;RUA VINHEDO 167, ITAIPU;BARREIRO;2023;POINT (-43.940063 -19.88767686);1
VIVO;2023-01-09 11:46:00;JANEIRO/2023;01/2023;RUA VINHEDO 167, ITAIPU;BARREIRO;2023;POINT (-43.9941616737052 -19.9139004172546);1
OI;2023-01-09 12:33:00;JANEIRO/2023;01/2023;RUA FLOR DA NOIVA 190, JARDIM ALVORADA;PAMPULHA;2023;POINT (-44.00403973 -19.81242794);1
OI;2023-01-09 12:33:00;JANEIRO/2023;01/2023;RUA FLOR DA NOIVA 190, JARDIM ALVORADA;PAMPULHA;2023;POINT (-43.91194467 -19.90858241);1
VIVO;2023-01-09 13:56:00;JANEIRO/2023;01/2023;RUA MARIANA 1149, SANTO ANDRE;NOROESTE;2023;POINT (-43.91194467 -19.90858241);1
VIVO;2023-01-09 13:56:00;JANEIRO/2023;01/2023;RUA MARIANA 1149, SANTO ANDRE;NOROESTE;2023;POINT (-44.00403973 -19.81242794);1
OI;2023-01-09 14:35:00;JANEIRO/2023;01/2023;RUA JAVARI 1144, RENASCENCA;NORDESTE;2023;POINT (-44.00432477 -19.81209794);1
OI;2023-01-09 14:35:00;JANEIRO/2023;01/2023;RUA JAVARI 1144, RENASCENCA;NORDESTE;2023;POINT (-43.90682193 -19.90539751);1
SGO;2023-01-10 05:45:00;JANEIRO/2023;01/2023;AVENIDA NOSSA SENHORA DO CARMO 1448, SAO PEDRO;CENTRO-SUL;2023;POINT (-43.94227883 -19.91131733);1
SGO;2023-01-10 06:17:00;JANEIRO/2023;01/2023;AVENIDA CRISTIANO MACHADO 2201, SILVEIRA;NORDESTE;2023;POINT (-43.92910996 -19.85066692);1
SGO;2023-01-10 06:25:00;JANEIRO/2023;01/2023;AVENIDA PRESIDENTE ANTONIO CARLOS 2031, APARECIDA;NOROESTE;2023;POINT (-43.92910996 -19.85066692);1
VIVO;2023-01-10 09:50:00;JANEIRO/2023;01/2023;RUA DESEMBARGADOR RIBEIRO DA LUZ 172, BARREIRO;BARREIRO;2023;POINT (-44.00432477 -19.81209794);1
VIVO;2023-01-10 09:50:00;JANEIRO/2023;01/2023;RUA DESEMBARGADOR RIBEIRO DA LUZ 172, BARREIRO;BARREIRO;2023;POINT (-43.90682193 -19.90539751);1
VIVO;2023-01-10 10:04:00;JANEIRO/2023;01/2023;RUA TABOAO DA SERRA 268, ITAIPU;BARREIRO;2023;POINT (-43.99356183 -19.8386097);1
VIVO;2023-01-10 10:04:00;JANEIRO/2023;01/2023;RUA TABOAO DA SERRA 268, ITAIPU;BARREIRO;2023;POINT (-43.9498309349189 -19.9140541362877);1
OI;2023-01-10 11:41:00;JANEIRO/2023;01/2023;RUA PINHEIROS 1270, NOVA CACHOEIRINHA;NOROESTE;2023;POINT (-44.01812825 -19.92305949);1
OI;2023-01-10 11:41:00;JANEIRO/2023;01/2023;RUA PINHEIROS 1270, NOVA CACHOEIRINHA;NOROESTE;2023;POINT (-43.99356183 -19.8386097);1
VIVO;2023-01-10 11:45:00;JANEIRO/2023;01/2023;RUA BEIRA CORREGO 185, DOM BOSCO;NOROESTE;2023;POINT (-43.89390389 -19.90088573);1
VIVO;2023-01-10 11:45:00;JANEIRO/2023;01/2023;RUA BEIRA CORREGO 185, DOM BOSCO;NOROESTE;2023;POINT (-43.90370611 -19.91088294);1
VIVO;2023-01-10 11:47:00;JANEIRO/2023;01/2023;RUA SAO ROQUE 1153, SAGRADA FAMILIA;LESTE;2023;POINT (-43.90370611 -19.91088294);1
VIVO;2023-01-10 11:47:00;JANEIRO/2023;01/2023;RUA SAO ROQUE 1153, SAGRADA FAMILIA;LESTE;2023;POINT (-43.89390389 -19.90088573);1
VIVO;2023-01-10 11:49:00;JANEIRO/2023;01/2023;RUA MATOS DA SILVEIRA 486, IPIRANGA;NORDESTE;2023;POINT (-44.00605034 -20.00942757);1
VIVO;2023-01-10 11:49:00;JANEIRO/2023;01/2023;RUA MATOS DA SILVEIRA 486, IPIRANGA;NORDESTE;2023;POINT (-43.9548299877117 -19.8655482231755);1
VIVO;2023-01-10 11:52:00;JANEIRO/2023;01/2023;RUA JAIME GOMES 30, FLORESTA;LESTE;2023;POINT (-43.95110625 -19.89689372);1
VIVO;2023-01-10 11:52:00;JANEIRO/2023;01/2023;RUA JAIME GOMES 30, FLORESTA;LESTE;2023;POINT (-44.00605034 -20.00942757);1
VIVO;2023-01-10 11:59:00;JANEIRO/2023;01/2023;AVENIDA DOM PEDRO II 777, CAICARAS;NOROESTE;2023;POINT (-43.95110625 -19.89689372);1
VIVO;2023-01-10 11:59:00;JANEIRO/2023;01/2023;AVENIDA DOM PEDRO II 777, CAICARAS;NOROESTE;2023;POINT (-43.94342884 -19.88907741);1
VIVO;2023-01-10 15:02:00;JANEIRO/2023;01/2023;RUA JOAO ALPHONSUS 525, SANTA MARIA;OESTE;2023;POINT (-43.94675624 -19.92254166);1
VIVO;2023-01-10 15:02:00;JANEIRO/2023;01/2023;RUA JOAO ALPHONSUS 525, SANTA MARIA;OESTE;2023;POINT (-43.94342884 -19.88907741);1
VIVO;2023-01-10 15:04:00;JANEIRO/2023;01/2023;RUA NOVA PONTE 476, SALGADO FILHO;OESTE;2023;POINT (-43.994339 -19.93686554);1
